,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description,country
6560,B_cmw2bIJEw,18.18.03,Gudauri Ski Lift accident Leaves at Least Ten injured - Part 2,Watts Zap,25,2018-03-16T15:40:57.000Z,"Gudauri|""Ski Lift""|""accident""|""leaves""|""at""|""Least""|""Ten""|""injured""|""Gudauri ski lift""|""accident leaves""|""at least""|""ten injured""|""News""|""georgia""|""Ukraine""|""Sweden""|""Russia""|""usa""|""crush""|""crash""|""speed""|""United States""",1824892,0,0,0,https://i.ytimg.com/vi/B_cmw2bIJEw/default.jpg,True,True,False,"At least ten people were injured in a ski-lift crush in Georgia’s mountain resort of Gudauri.\n\nThe citizens of Georgia, Ukraine, Russia and Sweden were reportedly taken to a hospital with minor injuries.\n\nA ski lift malfunction was reported at Sadzele mountain ski trail in Gudauri in the morning on 16 March. There was an emergency stop after which the ski lift chairs started sliding back. The riders had to jump off the ski lift to survive.\nAccording to the Georgian Healthcare Minister, David Sergeenko, 8 people turned to the Gudauri-based medical emergency clinic.\n\n“Luckily no one was killed or seriously injured. There are two patients, the nationals of Ukraine and Sweden, who still need to be paid particular attention,” said David Sergeenko. According to the Georgian Healthcare Minister, the Ukrainian citizen has an open fracture of a forearm, while another injured person, a Swedish national, is a pregnant woman. Both of them have been transported from Gudauri to Tbilisi by helicopter.\n\nThe Georgian Ministry of Interior has instituted criminal proceedings under Article 275 of the Criminal Code of Georgia – “violation of safety regulations or procedures for the operation of the railway, water, air or cableway transport traffic”.",JP
6647,3jFpbF3Rf9o,18.18.03,【料理】自家製トマトパスタ☆野菜たっぷり、サラダも作ります【一人暮らし】,usagi,22,2018-03-17T11:22:12.000Z,"一人暮らし|""料理""|""レシピ""|""インテリア""|""クッキング""|""手料理""|""ミニマリスト""|""お弁当""|""自炊""|""OL弁当""|""弁当""|""ランチ""|""作り置き""|""おかず""",10334,0,0,0,https://i.ytimg.com/vi/3jFpbF3Rf9o/default.jpg,True,True,False,☞愛用品 ☜\n動画内で使用しているものは殆ど楽天RoomにLinkしています。\n掲載のないものはご紹介できない海外製品等です。\nhttps://room.rakuten.co.jp/us0g1/\n\n☞ コメント等について ☜\nYouTube開設当初より登録者数・評価・コメント\nは考えがあってCloseしています。\n発信やコミュニケーションとしてのSNSはしておりません。,JP
6658,pOOoyNeqkk4,18.18.03,【特報】妖怪ウォッチ シャドウサイド番宣PV,妖怪ウォッチ 公式チャンネル 妖Tube,1,2018-03-16T22:14:14.000Z,"妖怪ウォッチ|""アニメ""|""ジバニャン""|""歌""|""OP""|""ED""|""新しい""|""シャドウサイド""",82419,0,0,0,https://i.ytimg.com/vi/pOOoyNeqkk4/default.jpg,True,True,False,★オフィシャルサイトはコチラ！\nhttp://www.tv-tokyo.co.jp/anime/youkai-watch-ss/\n\n★チャンネル登録はコチラ！\nhttp://urx2.nu/ziML\n\n★公式ツイッターはコチラ！\nhttps://twitter.com/yotubekoushiki\n\n★映画 妖怪ウォッチ公式サイトはコチラ！\n http://www.eiga-yokai.jp/\n\n＝＝＝＝＝＝＝＝＝＝＝＝＝＝\n\n☆「きょうの妖怪大辞典」はコチラ！（プレイリスト）\nhttps://www.youtube.com/watch?v=Bf7ja3sh6I4&list=PLHSRs9a1ZfTnAlWT_u-zqXEkyiWuSo4Wm\n\n☆アニメのOP&ED集はコチラ！（プレイリスト）\nhttps://www.youtube.com/watch?v=OIdYSlq6sa8&list=PLHSRs9a1ZfTmsX3r0nOce70DvdIWiM4QR\n\n☆最新映画情報はコチラ！\nhttps://www.youtube.com/playlist?list...,JP
6669,B_cmw2bIJEw,18.18.03,Gudauri Ski Lift accident Leaves at Least Ten injured - Part 2,Watts Zap,25,2018-03-16T15:40:57.000Z,"Gudauri|""Ski Lift""|""accident""|""leaves""|""at""|""Least""|""Ten""|""injured""|""Gudauri ski lift""|""accident leaves""|""at least""|""ten injured""|""News""|""georgia""|""Ukraine""|""Sweden""|""Russia""|""usa""|""crush""|""crash""|""speed""|""United States""",1824931,0,0,0,https://i.ytimg.com/vi/B_cmw2bIJEw/default.jpg,True,True,False,"At least ten people were injured in a ski-lift crush in Georgia’s mountain resort of Gudauri.\n\nThe citizens of Georgia, Ukraine, Russia and Sweden were reportedly taken to a hospital with minor injuries.\n\nA ski lift malfunction was reported at Sadzele mountain ski trail in Gudauri in the morning on 16 March. There was an emergency stop after which the ski lift chairs started sliding back. The riders had to jump off the ski lift to survive.\nAccording to the Georgian Healthcare Minister, David Sergeenko, 8 people turned to the Gudauri-based medical emergency clinic.\n\n“Luckily no one was killed or seriously injured. There are two patients, the nationals of Ukraine and Sweden, who still need to be paid particular attention,” said David Sergeenko. According to the Georgian Healthcare Minister, the Ukrainian citizen has an open fracture of a forearm, while another injured person, a Swedish national, is a pregnant woman. Both of them have been transported from Gudauri to Tbilisi by helicopter.\n\nThe Georgian Ministry of Interior has instituted criminal proceedings under Article 275 of the Criminal Code of Georgia – “violation of safety regulations or procedures for the operation of the railway, water, air or cableway transport traffic”.",JP
6722,r9DNEOEFOo8,18.19.03,【公演CM】舞台『刀剣乱舞』2018年最新作,音楽映像 - マーベラス公式チャンネル,24,2018-03-18T15:30:13.000Z,[none],23130,0,0,0,https://i.ytimg.com/vi/r9DNEOEFOo8/default.jpg,True,True,False,舞台『刀剣乱舞』2018年最新作の公演CMを公開しました！\n\nチケットは5月14日12：00～ローソンチケットにて一般発売開始！\n\n詳細は公式サイトでご確認ください。\n\nhttps://www.marv.jp/special/toukenranbu/,JP
6803,B_cmw2bIJEw,18.19.03,Gudauri Ski Lift accident Leaves at Least Ten injured - Part 2,Watts Zap,25,2018-03-16T15:40:57.000Z,"Gudauri|""Ski Lift""|""accident""|""leaves""|""at""|""Least""|""Ten""|""injured""|""Gudauri ski lift""|""accident leaves""|""at least""|""ten injured""|""News""|""georgia""|""Ukraine""|""Sweden""|""Russia""|""usa""|""crush""|""crash""|""speed""|""United States""",2313458,0,0,0,https://i.ytimg.com/vi/B_cmw2bIJEw/default.jpg,True,True,False,"At least ten people were injured in a ski-lift crush in Georgia’s mountain resort of Gudauri.\n\nThe citizens of Georgia, Ukraine, Russia and Sweden were reportedly taken to a hospital with minor injuries.\n\nA ski lift malfunction was reported at Sadzele mountain ski trail in Gudauri in the morning on 16 March. There was an emergency stop after which the ski lift chairs started sliding back. The riders had to jump off the ski lift to survive.\nAccording to the Georgian Healthcare Minister, David Sergeenko, 8 people turned to the Gudauri-based medical emergency clinic.\n\n“Luckily no one was killed or seriously injured. There are two patients, the nationals of Ukraine and Sweden, who still need to be paid particular attention,” said David Sergeenko. According to the Georgian Healthcare Minister, the Ukrainian citizen has an open fracture of a forearm, while another injured person, a Swedish national, is a pregnant woman. Both of them have been transported from Gudauri to Tbilisi by helicopter.\n\nThe Georgian Ministry of Interior has instituted criminal proceedings under Article 275 of the Criminal Code of Georgia – “violation of safety regulations or procedures for the operation of the railway, water, air or cableway transport traffic”.",JP
6846,spOFYqgIy3A,18.19.03,2018明治安田生命J1リーグ 第4節「ヴィッセル神戸vs.セレッソ大阪」DAZNハイライト,VISSEL KOBE,17,2018-03-18T11:04:27.000Z,[none],7027,0,0,0,https://i.ytimg.com/vi/spOFYqgIy3A/default.jpg,True,True,False,【DAZN ハイライト】\n\n2018年3月18日（日）16:00キックオフ\nノエビアスタジアム神戸\n\n2018明治安田生命J1リーグ 第4節\nヴィッセル神戸［2-0］セレッソ大阪\n\n［得点者］\n神戸：藤田 直之（34'）、ルーカス ポドルスキ（83'）\n\n▼試合結果、詳細はこちら！\nhttp://bit.ly/2FHaQIR \n\n▼DAZNはJリーグ全試合をライブ配信！見逃し配信も対応！\nhttp://bit.ly/2uRty77［こちらから新規入会でクラブへ強化費還元！］,JP
6864,r9DNEOEFOo8,18.19.03,【公演CM】舞台『刀剣乱舞』2018年最新作,音楽映像 - マーベラス公式チャンネル,24,2018-03-18T15:30:13.000Z,[none],23130,0,0,0,https://i.ytimg.com/vi/r9DNEOEFOo8/default.jpg,True,True,False,舞台『刀剣乱舞』2018年最新作の公演CMを公開しました！\n\nチケットは5月14日12：00～ローソンチケットにて一般発売開始！\n\n詳細は公式サイトでご確認ください。\n\nhttps://www.marv.jp/special/toukenranbu/,JP
6904,LPiJsYf0SoE,18.20.03,シャルダンボタニカルCM“ポルトガル人ミゲル”篇Ａ 15秒,動画公開中エステー Q,24,2018-03-19T12:24:37.000Z,[none],21378,0,0,0,https://i.ytimg.com/vi/LPiJsYf0SoE/default.jpg,True,True,False,,JP
6957,h2_j9j0mi4Y,18.20.03,日本語苦手な大坂なおみのハイチ出身の父が日本語ペラペラで驚き　祝・ツアー初優勝,journal 2018,17,2018-03-19T13:02:11.000Z,"陸上競技|""野球""",11835,0,0,0,https://i.ytimg.com/vi/h2_j9j0mi4Y/default.jpg,True,True,False,女子テニスのBNPパリバ・オープン（アメリカ/インディアンウェルズ、ハード、プレミア・マンダトリー）は18日、シングルス決勝が行われ、世界ランク44位の大坂なおみが第20シードのD・カサキナ（ロシア）を6-3， 6-2のストレートで破り、悲願のツアー初優勝を果たした。四大大会に次ぐグレードの「WTAプレミア・マンダトリー」で日本勢女子の優勝は史上初の快挙。\n\n吉田知那美は清水徹郎とイチャイチャ 準決勝で藤沢ＶＳ吉田知のそだねー対決実現！\nhttps://www.youtube.com/watch?v=4CBnYr13V0Q\n\n火花散らす藤澤五月ペアと吉田知那美ペア 準決勝で激突！世界選手権の切符はどちらに\nhttps://www.youtube.com/watch?v=5pMKwJRYrgM\n\n 無敵の日本 菜那不在でも圧勝 女子団体パシュート W杯最終戦 ベラルーシ ミンスク\nhttps://www.youtube.com/watch?v=uTGDSsczBho\n\n最新情報 無敵の藤澤五月ペア 姉に負けじと吉田夕梨花はナイスショットで両角友とハグ\nhttps://www.youtube.com/watch?v=oWkAe1LVWzY\n\n速報 そだねーふたたび 吉田知那美白星発進 藤澤五月は連勝 カーリングミックスダブルス日本選手権\nhttps://www.youtube.com/watch?v=GaHhtNtchtA\n\n藤澤五月　一撃で相手を粉砕　これがメダリストのスーパーショットだ！\nhttps://www.youtube.com/watch?v=JFfG1SWr5l4\n\n吉田知那美　にっこにっこにー　テレビカメラにサービス\nhttps://www.youtube.com/watch?v=f3cgyqqyZVc\n\n強いカーリング女子　魅力は「そだねー」「かい？」\nhttps://www.youtube.com/watch?v=m7Tava5n-38&t=10s\n\n【NHK】そだね～ 史上初の銅！ カーリング女子\nhttps://www.youtube.com/watch?v=Ym_-cgzZIz0\n\n藤澤五月【カーリング】涙のカーリング人生！\nhttps://www.youtube.com/watch?v=zt91dO0tH-M&t=7s\n\nカーリング女子 うるるん凱旋密着 恩師 友人 家族…感極まり笑顔と涙止まらず\nhttps://www.youtube.com/watch?v=uuAmzhRZ_Rw\n\n女子 団体パシュート 金メダルの裏に 高木菜那 美帆　姉妹の絆と確執\nhttps://www.youtube.com/watch?v=JPITzvjT2Fk\n\n小平奈緒  1000m  世界記録\nhttps://www.youtube.com/watch?v=SSlYYDYFAV0\n\n氷上では火花散らす　小平奈緒VSイ・サンファ   直接対決\nhttps://www.youtube.com/watch?v=hyxl9VQnPRc\n\n【NHK】小平奈緒の銀メダルをノーカットで！ スピードスケート女子1000m＜ピョンチャン＞\nhttps://www.youtube.com/watch?v=Z3Y555pPwzE\n\n【NHK】小平奈緒　日本女子初の金!　スピードスケート女子500m＜ピョンチャン＞\nhttps://www.youtube.com/watch?v=7Gk5IpHOO5I\n\n小平奈緒とイ・サンファの友情秘話\nhttps://www.youtube.com/watch?v=SkY_-tvXTA8&t=195s\n\nマススタート初代女王！　高木菜那2つめの金！＜ピョンチャン＞\nhttps://www.youtube.com/watch?v=zR18rr5oSLw\n\n「金メダルへ挑む～スピードスケート・女子団体パシュート～」NHKスペシャル \nhttps://www.youtube.com/watch?v=LA0XdWa02XQ&t=1634s\n\nオランダ語でインタビューに答える素晴らしい小平選手\nhttps://www.youtube.com/watch?v=QPL0pB2rKYs\n\n3月9日 レミオロメン\nhttps://www.youtube.com/watch?v=rexGWu53KKc\n\n【脱いだらすごい】天使すぎるアイドル・横山あみ\nhttps://www.youtube.com/watch?v=iJTgLVfH-_A\n\nNHK朝ドラに出演する若手女優、吉岡里帆が脱いだら凄い\nhttps://www.youtube.com/watch?v=wzLzp6iH9EA\n\n「私が好きなのは吉崎さんだけです…!!」 3/13(火)『きみが心に棲みついた』\nhttps://www.youtube.com/watch?v=qICrjxb3UD0\n\nカーリング 女子 吉田知那美 の妹夕梨花選手。ハグはルーティン、男性でもする\nhttps://www.youtube.com/watch?v=tF8Nn9TJjiU&t=24s\n\nカーリング 女子 かわいい 藤沢五月 ペア５連勝＆チーム名決定！\nhttps://www.youtube.com/watch?v=0n2ytjsy1HM,JP
6965,C5VANo9qkdc,18.20.03,『SINoALICE（シノアリス）』×『ドラッグ オン ドラグーン3』コ ラボ開催記念PV,スクウェア・エニックス,20,2018-03-19T05:21:01.000Z,"スクウェア･エニックス|""スクエニ""|""SQUARE ENIX""|""スクエア""|""シノアリス""|""ドラッグ オン ドラグーン""|""ヨコオタロウ""|""藤坂公彦""|""NieR""|""内⽥ 真礼""|""M・A・O""",56151,0,0,0,https://i.ytimg.com/vi/C5VANo9qkdc/default.jpg,True,True,False,ヨコオタロウ×岡部啓⼀・MONACAのタッグがおくる『SINoALICE（シノアリ ス）』と『ドラッグ オン ドラグーン3』のコラボが3/26(⽉)から開催！コラボ 期間中ログインで「ゼロ/ブレイカー」がもらえる！ \n \n【SINoALICE ×ドラッグ オン ドラグーン3コラボ概要】 ■ヨコオタロウ⽒書き下ろし特別専⽤シナリオを収録！ 「SINoALICE」は「ドラッグ オン ドラグーン3」でクリエイティブ・ディレク ターを務めたヨコオタロウ⽒が原作を⼿掛けています。今回のコラボレーショ ンでは、ヨコオタロウ⽒による書き下ろし特別専⽤シナリオをお楽しみいただ けます。 \n \n■藤坂公彦⽒が新たに描き下ろした新キャラクターも登場！ 「ドラッグ オン ドラグーン3」でキャラクターデザインを担当した藤坂公彦 ⽒が、今回のコラボのために特別なキャラクターを描き下ろししております。 今までにない全く新しいキャラクターの登場をお楽しみいただけます。 \n \n \n■「ドラッグ オン ドラグーン3」のキャラクターが登場！ 「ドラッグ オン ドラグーン3」に登場した「ゼロ」、「ワン」、「アコー ル」、「ミハイル」などが「SINoALICE」に登場します。 \n \n【ダウンロードはコチラ】 iOS：https://itunes.apple.com/jp/app/id1211063618?mt=8 Android™：https://play.google.com/store/apps/details?id=jp.co.pokelabo.sinoalice&hl=ja \n \n【SINoALICEとは】 本作は、原作・クリエイティブディレクターとして「NieR」シリーズ、「ドラッグ オン ド ラグーン」シリーズを⼿掛けたヨコオタロウ⽒、⾳楽には「NieR」シリーズ、「ドラッグ オ ン ドラグーン3」でヨコオタロウ⽒とタッグを組んだ岡部啓⼀⽒・MONACA、キャラクタ\nーデザインは新進気鋭のイラストレーター ジノ⽒を起⽤した、スマートフォン向けバトル ファンタジーRPGです。 \n \n【クリエイター】 原作・クリエイティブディレクター：ヨコオタロウ ⾳楽：岡部啓⼀・MONACA キャラクターデザイン：ジノ \n \n【登場キャラクター：CV(キャラクターボイス)】 ・【束縛】アリス：M・A・O ・【正義】スノウホワイト：上⽥ 麗奈 ・【卑劣】シンデレラ：喜多村 英梨 ・【虚妄】ヘンゼル・グレーテル：内⽥ 真礼 ・【暴⼒】⾚ずきん：今村 彩夏 ・【睡眠】いばら姫：本渡 楓 ・【被虐】かぐや姫：伊藤 静 ・【依存】ピノキオ：三瓶 由布⼦ ・【悲哀】⼈⿂姫：能登 ⿇美⼦ ・【探究】ドロシー：⾼橋 李依 ・【⽼害】くるみ割り⼈形：⽩熊寛嗣 (※敬称略) \n \n【公式サイト】 http://sinoalice.jp \n \n【公式SNS】 Twitter：https://twitter.com/sinoalice_jp LINE@：https://line.me/R/ti/p/%40kzc6995v Facebook：https://www.facebook.com/sin0alice/,JP
6969,LnB28NZ1fBY,18.20.03,【サイトセブンTV】サイトセブンカップ #369 （パチンコ）,SITE777TV,24,2018-03-19T15:00:01.000Z,"サイトセブン|""サイトセブンTV""|""バイク修次郎""|""ゼットン大木""|""ぱちんこCR真・北斗無双""|""ＣＲ天下一閃４５００""",21801,0,0,0,https://i.ytimg.com/vi/LnB28NZ1fBY/default.jpg,True,True,False,今回はバイク修次郎VSゼットン大木の決勝戦・前半をお届けします。史上2人目の“連覇”、更に史上最多“5回目の優勝”が懸かるゼットン。過去2戦2敗と苦手にしている“難敵”修次郎を倒し、“初代・永世チャンピオン”の称号を獲得することが出来るか―??\n─────────────────\nサイトセブンTV PREMIUM\n─────────────────\nCS放送｢パチ・スロ サイトセブンTV｣が24時間いつでも見放題！\n人気番組をPC、スマホ、タブレットで今すぐ見よう！\n▼▼公式サイトはコチラ▼▼\nhttp://site777.tv/?utm_campaign=youtube&utm_source=youtube&utm_medium=top\n─────────────────,JP
6976,Y1VKfq3nxBg,18.20.03,【CD CM】舞台『刀剣乱舞』ジョ伝 三つら星刀語り　オリジナル・サウンドトラック,音楽映像 - マーベラス公式チャンネル,24,2018-03-19T03:02:09.000Z,"刀ステ|""まんば""|""とうらぶ""|""刀ミュ""|""とうみゅ""|""ジョ伝""|""如伝""|""序伝""|""manzo""|""テルジ ヨシザワ""",20482,0,0,0,https://i.ytimg.com/vi/Y1VKfq3nxBg/default.jpg,True,True,False,"2018/5/2(水)発売！舞台『刀剣乱舞』ジョ伝 三つら星刀語り サントラCDのCMを公開！\n\n音楽：manzo　テルジ ヨシザワ\n\n登場：山姥切国広、へし切長谷部、小夜左文字、骨喰藤四郎、同田貫正国、山伏国広、日本号、博多藤四郎、ソハヤノツルキ　他\n\n　商品名：舞台『刀剣乱舞』ジョ伝 三つら星刀語り　オリジナル・サウンドトラック\n　　　　※2017年12月公演のライブ収録\nメディア：CD 2枚組\n　発売日：2018年5月2日(水)\n　　価格：3,000円＋税\n　　品番：MJSA-01241～2\n　　JAN：4535506012418\n　発売元：マーベラス\n　販売元：ソニー・ミュージックマーケティング\n収録楽曲：舞台『刀剣乱舞』ジョ伝 三つら星刀語りの劇中歌3曲（第一幕OP『序(はしがき)ノ鳴動』・第二幕OP『陣風が如く』・ED『幾星霜纏ふ刀』）の歌入りVer.／カラオケVer.、劇中BGM39曲、全45曲を収録した2枚組\n初回特典：「刀剣男士 カスタムジャケットカード」",JP
6988,ChJ_TNFdQWY,18.20.03,宙組公演『天（そら）は赤い河のほとり』『シトラスの風－Sunrise－』初日舞台映像,TakarazukaRevueCompany,24,2018-03-19T05:58:54.000Z,"天は赤い河のほとり|""シトラスの風－Sunrise－""|""シトラスの風""|""宙組""|""真風 涼帆""|""真風""|""星風 まどか""|""星風""|""宝塚歌劇""|""Takarazuka""|""宝塚""|""タカラヅカ""|""『天（そら）は赤い河のほとり』""",20951,0,0,0,https://i.ytimg.com/vi/ChJ_TNFdQWY/default.jpg,True,True,False,,JP
7027,LPiJsYf0SoE,18.20.03,シャルダンボタニカルCM“ポルトガル人ミゲル”篇Ａ 15秒,動画公開中エステー Q,24,2018-03-19T12:24:37.000Z,[none],21378,0,0,0,https://i.ytimg.com/vi/LPiJsYf0SoE/default.jpg,True,True,False,,JP
7080,LPiJsYf0SoE,18.21.03,シャルダンボタニカルCM“ポルトガル人ミゲル”篇Ａ 15秒,動画公開中エステー Q,24,2018-03-19T12:24:37.000Z,[none],213699,0,0,0,https://i.ytimg.com/vi/LPiJsYf0SoE/default.jpg,True,True,False,,JP
7114,o0zRU98036w,18.21.03,【料理】休日朝食☆簡単オムハヤシ【一人暮らし】,usagi,22,2018-03-21T01:50:19.000Z,"一人暮らし|""料理""|""レシピ""|""インテリア""|""クッキング""|""手料理""|""ミニマリスト""|""お弁当""|""自炊""|""OL弁当""|""弁当""|""ランチ""|""作り置き""|""おかず""",5352,0,0,0,https://i.ytimg.com/vi/o0zRU98036w/default.jpg,True,True,False,☞愛用品 ☜\n動画内で使用しているものは殆ど楽天RoomにLinkしています。\n掲載のないものはご紹介できない海外製品等です。\nhttps://room.rakuten.co.jp/us0g1/\n\n☞ コメント等について ☜\nYouTube開設当初より登録者数・評価・コメント\nは考えがあってCloseしています。\n発信やコミュニケーションとしてのSNSはしておりません。,JP
7143,XFcS5tbSnG8,18.21.03,#ビジネス帰宅部｜帰宅スキルを駆使して定時で帰る 「帰り方改革」推進中！,ケーブルプラス｜KDDI株式会社,22,2018-03-19T03:57:01.000Z,"働き方改革|""帰り方改革""|""ビジネス帰宅部""|""帰宅部""|""帰宅スキル 入社式""|""新社会人""|""新入社員""|""新人""|""研修""|""異動""|""転職""|""配属""|""オフィスカジュアル""|""上司""|""付き合い方""|""ビジネスマナー""|""ブラック企業""|""残業""|""帰り方""|""帰りたい""|""帰りにくい""|""作業用""|""作業用BGM""|""定時""|""華金""|""プレミアムフライデー""|""プレミアムエブリデー""|""イケメン""|""OL""|""美女""|""アクロバット""|""パルクール""|""宙返り""|""ケーブルテレビ""|""ケーブルTV""|""引きこもり""|""休日""|""過ごし方""",9482,0,0,0,https://i.ytimg.com/vi/XFcS5tbSnG8/default.jpg,True,True,False,なかなか定時で帰れない…そんな悩めるビジネスマンたちがついに立ち上がった！\nありとあらゆる帰宅スキルを駆使して残業を回避する、定時退社のプロ集団〈ビジネス帰宅部〉！\n\n定時間際のオフィスで、より実践的な「帰り方改革」を推進中！\nきょうから使える〈ビジネス帰宅部〉の帰宅スキルを今すぐチェック！\n\nビジネス帰宅部はなぜ早く帰りたいのか…その理由についてはこちら。\nhttp://www.kddi.com/catv-service/stb/kitakubu/\n#ビジネス帰宅部\n#帰り方改革,JP
7183,mTOyDDWTo44,18.21.03,宙組公演『天（そら）は赤い河のほとり』『シトラスの風－Sunrise－』初日舞台映像（ロング）,TakarazukaRevueCompany,24,2018-03-20T02:58:12.000Z,"宝塚歌劇|""タカラヅカ""|""TAKARAZUKA""|""宙組""|""『天（そら）は赤い河のほとり』""|""『シトラスの風－Sunrise－』""|""真風 涼帆""|""星風 まどか""|""芹香 斗亜""",36194,0,0,0,https://i.ytimg.com/vi/mTOyDDWTo44/default.jpg,True,True,False,,JP
7207,LPiJsYf0SoE,18.21.03,シャルダンボタニカルCM“ポルトガル人ミゲル”篇Ａ 15秒,動画公開中エステー Q,24,2018-03-19T12:24:37.000Z,[none],213699,0,0,0,https://i.ytimg.com/vi/LPiJsYf0SoE/default.jpg,True,True,False,,JP
7241,o0zRU98036w,18.21.03,【料理】休日朝食☆簡単オムハヤシ【一人暮らし】,usagi,22,2018-03-21T01:50:19.000Z,"一人暮らし|""料理""|""レシピ""|""インテリア""|""クッキング""|""手料理""|""ミニマリスト""|""お弁当""|""自炊""|""OL弁当""|""弁当""|""ランチ""|""作り置き""|""おかず""",5352,0,0,0,https://i.ytimg.com/vi/o0zRU98036w/default.jpg,True,True,False,☞愛用品 ☜\n動画内で使用しているものは殆ど楽天RoomにLinkしています。\n掲載のないものはご紹介できない海外製品等です。\nhttps://room.rakuten.co.jp/us0g1/\n\n☞ コメント等について ☜\nYouTube開設当初より登録者数・評価・コメント\nは考えがあってCloseしています。\n発信やコミュニケーションとしてのSNSはしておりません。,JP
7279,3Ry9_CHeGnE,18.22.03,今日のシャンシャン　ママにつられてブルブル　３月２１日　上野動物園　香香　パンダ,mrpenta,15,2018-03-21T06:09:10.000Z,"香香|""シャンシャン""|""パンダ""|""赤ちゃんパンダ""|""上野動物園""|""panda""|""panda baby""|""ueno zoo""",18753,0,0,0,https://i.ytimg.com/vi/3Ry9_CHeGnE/default.jpg,True,True,False,"パンダ　香香とシンシン　上野動物園　２０１８年３月２１日　\nShin Shin and her baby Shan Shan (Xian Xian),  Ueno Zoo, Tokyo, JAPAN. 2018-03-21",JP
7312,LPiJsYf0SoE,18.22.03,シャルダンボタニカルCM“ポルトガル人ミゲル”篇Ａ 15秒,動画公開中エステー Q,24,2018-03-19T12:24:37.000Z,[none],255077,0,0,0,https://i.ytimg.com/vi/LPiJsYf0SoE/default.jpg,True,True,False,どぉでもいい「ミゲルの謎」がいま解き明かされる！\nエステーQにて公開中\nhttps://www.st-sendenbu.com/,JP
7358,3Ry9_CHeGnE,18.22.03,今日のシャンシャン　ママにつられてブルブル　３月２１日　上野動物園　香香　パンダ,mrpenta,15,2018-03-21T06:09:10.000Z,"香香|""シャンシャン""|""パンダ""|""赤ちゃんパンダ""|""上野動物園""|""panda""|""panda baby""|""ueno zoo""",18753,0,0,0,https://i.ytimg.com/vi/3Ry9_CHeGnE/default.jpg,True,True,False,"パンダ　香香とシンシン　上野動物園　２０１８年３月２１日　\nShin Shin and her baby Shan Shan (Xian Xian),  Ueno Zoo, Tokyo, JAPAN. 2018-03-21",JP
7391,LPiJsYf0SoE,18.22.03,シャルダンボタニカルCM“ポルトガル人ミゲル”篇Ａ 15秒,動画公開中エステー Q,24,2018-03-19T12:24:37.000Z,[none],255147,0,0,0,https://i.ytimg.com/vi/LPiJsYf0SoE/default.jpg,True,True,False,どぉでもいい「ミゲルの謎」がいま解き明かされる！\nエステーQにて公開中\nhttps://www.st-sendenbu.com/,JP
7423,NZEiFfTXbnQ,18.23.03,ガンガンpixiv「おじさまと猫」PV,スクウェア・エニックス,24,2018-03-22T03:00:00.000Z,"スクウェア･エニックス|""スクエニ""|""SQUARE ENIX""|""スクエア""|""おじさまと猫""|""おじねこ""|""桜井海""|""ガンガンPixiv""",65892,0,0,0,https://i.ytimg.com/vi/NZEiFfTXbnQ/default.jpg,True,True,False,■おじさまと猫\nコミックス第①巻　続々重版出来！！\n\n公式サイト　\nhttps://comic.pixiv.net/works/4501\n\nお前に出会えたことが幸福だから\nふくまるだよ\n\nペットショップで売れ残っていた一匹の成猫。\n日に日に値段が下げられ、見向きもされず、諦めていた猫の前に一人の男性が現れる。\n彼が告げた言葉とは…\n\n「私が欲しくなったのです」\n\nこれは誰かに愛されたかった猫と\nおじさまの、心温まる日々を紡いだ物語。,JP
7434,jTIxOFidF2Q,18.23.03,今日のシャンシャン ３月２２日　上野動物園　香香　パンダ,mrpenta,15,2018-03-22T10:44:49.000Z,"香香|""シャンシャン""|""パンダ""|""上野動物園""|""赤ちゃんパンダ""|""panda""|""panda baby""|""ueno zoo""",12949,0,0,0,https://i.ytimg.com/vi/jTIxOFidF2Q/default.jpg,True,True,False,"パンダ　香香　上野動物園　２０１８年３月２２日　\nPanda baby Shan Shan (Xian Xian),  Ueno Zoo, Tokyo, JAPAN. 2018-03-22",JP
